name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudoalteromonas phenolica	161398	S	1	0	1	0.00000
Pseudoalteromonas carrageenovora	227	S	1	0	1	0.00000
Pseudoalteromonas espejiana	28107	S	1	0	1	0.00000
Pseudoalteromonas luteoviolacea	43657	S	1	0	1	0.00000
Psychrosphaera aestuarii	1266052	S	6	0	6	0.00000
Shewanella sp. M2	2487742	S	6	0	6	0.00000
Shewanella sp. FJAT-53720	2814292	S	2	0	2	0.00000
Shewanella sp. ANA-3	94122	S	1	1	2	0.00000
Shewanella sp. FJAT-51800	2814294	S	1	0	1	0.00000
Shewanella sp. Pdp11	2059264	S	1	1	2	0.00000
Shewanella sp. Arc9-LZ	2698686	S	1	0	1	0.00000
Shewanella sp. SNU WT4	2590015	S	1	0	1	0.00000
Shewanella sp. YLB-06	2593655	S	1	0	1	0.00000
Shewanella donghaensis	238836	S	3	0	3	0.00000
Shewanella baltica	62322	S	3	1	4	0.00000
Shewanella violacea	60217	S	2	0	2	0.00000
Shewanella algae	38313	S	1	0	1	0.00000
Shewanella maritima	2520507	S	1	0	1	0.00000
Shewanella piezotolerans	404011	S	1	0	1	0.00000
Shewanella decolorationis	256839	S	1	0	1	0.00000
Shewanella putrefaciens	24	S	1	4	5	0.00000
Shewanella woodyi	60961	S	1	0	1	0.00000
Shewanella amazonensis	60478	S	1	0	1	0.00000
Shewanella benthica	43661	S	1	0	1	0.00000
Parashewanella tropica	2547970	S	1	0	1	0.00000
Colwellia sp. PAMC 20917	1816218	S	4	0	4	0.00000
Colwellia sp. 20A7	2689569	S	2	0	2	0.00000
Colwellia sp. MT41	58049	S	1	0	1	0.00000
Colwellia sp. Arc7-D	2161872	S	1	0	1	0.00000
Colwellia sp. Arc7-635	2497879	S	1	0	1	0.00000
Colwellia psychrerythraea	28229	S	4	0	4	0.00000
Colwellia beringensis	1967665	S	1	0	1	0.00000
Thalassotalea sp. LPB0316	2769490	S	2	0	2	0.00000
Thalassotalea sp. PS06	2594005	S	1	0	1	0.00000
Idiomarina piscisalsi	1096243	S	2	2	4	0.00000
Idiomarina andamanensis	1940690	S	2	0	2	0.00000
Ferrimonas lipolytica	2724191	S	3	0	3	0.00000
Ferrimonas balearica	44012	S	2	0	2	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	7	2	9	0.00001
Thioalkalivibrio paradoxus	108010	S	4	0	4	0.00000
Thioalkalivibrio versutus	106634	S	2	0	2	0.00000
Thioalkalivibrio sp. K90mix	396595	S	1	0	1	0.00000
Acidihalobacter ferrooxydans	1765967	S	7	0	7	0.00000
Acidihalobacter aeolianus	2792603	S	5	0	5	0.00000
Acidihalobacter yilgarnenesis	2819280	S	2	0	2	0.00000
Halorhodospira halophila	1053	S	6	0	6	0.00000
Ectothiorhodospira sp. BSL-9	1442136	S	4	0	4	0.00000
Alkalilimnicola ehrlichii	351052	S	4	0	4	0.00000
Aquisalimonas sp. 2447	2740807	S	2	0	2	0.00000
Spiribacter salinus	1335746	S	2	0	2	0.00000
Rheinheimera sp. LHK132	2498451	S	10	0	10	0.00001
Rheinheimera sp. F8	1763998	S	2	0	2	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	10	0	10	0.00001
Candidatus Nitrosacidococcus tergens	553981	S	7	0	7	0.00000
Thiocystis violascens	73141	S	6	0	6	0.00000
Marichromatium purpuratum	37487	S	4	0	4	0.00000
Thioflavicoccus mobilis	80679	S	2	0	2	0.00000
Thermochromatium tepidum	1050	S	1	0	1	0.00000
Candidatus Nitrosoglobus terrae	1630141	S	1	0	1	0.00000
Thiohalobacter thiocyanaticus	585455	S	2	7	9	0.00001
Halothiobacillus neapolitanus	927	S	4	0	4	0.00000
Granulosicoccus antarcticus	437505	S	3	0	3	0.00000
Sulfuriflexus mobilis	1811807	S	1	0	1	0.00000
Sulfurivermis fontis	1972068	S	4	0	4	0.00000
Guyparkeria halophila	47960	S	4	0	4	0.00000
Wenzhouxiangella marina	1579979	S	2	0	2	0.00000
Wenzhouxiangella sp. AB-CW3	2771012	S	1	0	1	0.00000
Woeseia oceani	1548547	S	2	0	2	0.00000
Vibrio anguillarum	55601	S	19	7	26	0.00002
Vibrio harveyi	669	S	2	0	2	0.00000
Vibrio campbellii	680	S	2	0	2	0.00000
Vibrio diabolicus	50719	S	2	1	3	0.00000
Vibrio parahaemolyticus	670	S	1	0	1	0.00000
Vibrio rotiferianus	190895	S	1	0	1	0.00000
Vibrio sp. SM1977	2662262	S	7	0	7	0.00000
Vibrio sp. Sal10	2777577	S	1	0	1	0.00000
Vibrio furnissii	29494	S	8	2	10	0.00001
Vibrio vulnificus	672	S	7	1	8	0.00001
Vibrio cholerae	666	S	6	4	10	0.00001
Vibrio spartinae	1918945	S	3	0	3	0.00000
Vibrio aphrogenes	1891186	S	3	0	3	0.00000
Vibrio rumoiensis	76258	S	3	1	4	0.00000
Vibrio mediterranei	689	S	2	0	2	0.00000
Vibrio tubiashii	29498	S	1	0	1	0.00000
Vibrio europaeus	300876	S	1	0	1	0.00000
Vibrio tritonius	1435069	S	2	0	2	0.00000
Vibrio panuliri	1381081	S	2	0	2	0.00000
Vibrio navarrensis	29495	S	2	0	2	0.00000
Vibrio fluvialis	676	S	2	0	2	0.00000
Vibrio breoganii	553239	S	1	0	1	0.00000
Vibrio astriarenae	1481923	S	1	0	1	0.00000
Vibrio cyclitrophicus	47951	S	1	0	1	0.00000
Vibrio alfacsensis	1074311	S	1	0	1	0.00000
Vibrio nigripulchritudo	28173	S	1	0	1	0.00000
Vibrio casei	673372	S	1	0	1	0.00000
Vibrio coralliilyticus	190893	S	1	0	1	0.00000
Vibrio kanaloae	170673	S	1	0	1	0.00000
Vibrio taketomensis	2572923	S	1	0	1	0.00000
Vibrio aquimaris	2587862	S	1	0	1	0.00000
Photobacterium damselae	38293	S	5	2	7	0.00000
Photobacterium profundum	74109	S	3	0	3	0.00000
Aliivibrio fischeri	668	S	3	0	3	0.00000
Salinivibrio kushneri	1908198	S	1	1	2	0.00000
Grimontia hollisae	673	S	1	0	1	0.00000
Cellvibrio sp. PSBB023	1945512	S	13	2	15	0.00001
Cellvibrio sp. KY-GH-1	2303332	S	13	2	15	0.00001
Cellvibrio sp. KY-YJ-3	454662	S	8	2	10	0.00001
Cellvibrio sp. PSBB006	1987723	S	7	0	7	0.00000
Cellvibrio japonicus	155077	S	6	0	6	0.00000
Saccharophagus degradans	86304	S	2	0	2	0.00000
Teredinibacter purpureus	2731756	S	1	0	1	0.00000
Agarilytica rhodophyticola	1737490	S	1	0	1	0.00000
Halioglobus japonicus	930805	S	4	0	4	0.00000
Halioglobus pacificus	930806	S	4	0	4	0.00000
Halioglobus maricola	2601894	S	3	0	3	0.00000
Kineobactrum salinum	2708301	S	4	0	4	0.00000
Congregibacter litoralis	393662	S	3	0	3	0.00000
Microbulbifer sp. YPW1	2745199	S	4	1	5	0.00000
Microbulbifer sp. A4B17	359370	S	2	1	3	0.00000
Microbulbifer sp. ALW1	1516059	S	2	0	2	0.00000
Microbulbifer sp. THAF38	2587856	S	1	0	1	0.00000
Microbulbifer thermotolerans	252514	S	3	0	3	0.00000
Microbulbifer agarilyticus	260552	S	1	0	1	0.00000
Microbulbifer aggregans	1769779	S	1	0	1	0.00000
Spongiibacter sp. CSC3.9	2794344	S	3	0	3	0.00000
Zhongshania aliphaticivorans	1470434	S	1	0	1	0.00000
Legionella sp. TUM19329	2708020	S	4	0	4	0.00000
Legionella sp. PC997	2755562	S	3	0	3	0.00000
Legionella sp. MW5194	2662448	S	1	0	1	0.00000
Legionella sp. PC1000	2746060	S	1	0	1	0.00000
Legionella oakridgensis	29423	S	7	0	7	0.00000
Legionella fallonii	96230	S	6	0	6	0.00000
Legionella pneumophila	446	S	5	3	8	0.00001
Legionella waltersii	66969	S	4	1	5	0.00000
Legionella longbeachae	450	S	3	0	3	0.00000
Legionella jordanis	456	S	3	0	3	0.00000
Legionella anisa	28082	S	3	0	3	0.00000
Legionella geestiana	45065	S	3	0	3	0.00000
Legionella cherrii	28084	S	2	0	2	0.00000
Legionella sainthelensi	28087	S	2	0	2	0.00000
Legionella endosymbiont of Polyplax serrata	2005262	S	2	0	2	0.00000
Legionella hackeliae	449	S	2	1	3	0.00000
Legionella spiritensis	452	S	1	0	1	0.00000
Tatlockia micdadei	451	S	1	0	1	0.00000
Candidatus Rickettsiella viridis	676208	S	9	0	9	0.00001
Coxiella burnetii	777	S	5	0	5	0.00000
Candidatus Coxiella mudrowiae	2054173	S	1	0	1	0.00000
Aquicella lusitana	254246	S	2	0	2	0.00000
Thiothrix unzii	111769	S	15	0	15	0.00001
Thiothrix sp.	1032	S	6	0	6	0.00000
Thiothrix sp. Ku-5	2735563	S	3	0	3	0.00000
Beggiatoa leptomitoformis	288004	S	7	0	7	0.00000
Piscirickettsia salmonis	1238	S	8	0	8	0.00001
Hydrogenovibrio marinus	28885	S	5	0	5	0.00000
Hydrogenovibrio crunogenus	39765	S	2	0	2	0.00000
Hydrogenovibrio thermophilus	265883	S	1	0	1	0.00000
Methylophaga frappieri	754477	S	3	0	3	0.00000
Methylophaga nitratireducenticrescens	754476	S	1	0	1	0.00000
Thiomicrospira aerophila	92245	S	2	0	2	0.00000
Cycloclasticus sp. P1	385025	S	1	0	1	0.00000
Thiomicrorhabdus sediminis	2580412	S	1	0	1	0.00000
Thiosulfativibrio zosterae	2675053	S	1	0	1	0.00000
Thiosulfatimonas sediminis	2675054	S	1	0	1	0.00000
Francisella sp. Scap27	2589986	S	2	0	2	0.00000
Francisella tularensis	263	S	1	0	1	0.00000
Francisella persica	954	S	1	0	1	0.00000
Francisella philomiragia	28110	S	1	0	1	0.00000
Francisella hispaniensis	622488	S	1	0	1	0.00000
Francisella adeliensis	2007306	S	1	0	1	0.00000
Haemophilus parainfluenzae	729	S	10	1	11	0.00001
Haemophilus influenzae	727	S	3	2	5	0.00000
Pasteurella multocida	747	S	6	3	9	0.00001
Mannheimia haemolytica	75985	S	3	2	5	0.00000
Mannheimia granulomatis	85402	S	2	0	2	0.00000
Actinobacillus pleuropneumoniae	715	S	2	0	2	0.00000
Actinobacillus porcitonsillarum	189834	S	2	0	2	0.00000
Actinobacillus delphinicola	51161	S	1	0	1	0.00000
Actinobacillus sp. GY-402	2774188	S	1	0	1	0.00000
Aggregatibacter segnis	739	S	3	0	3	0.00000
Aggregatibacter sp. 2125159857	2820817	S	2	0	2	0.00000
Bibersteinia trehalosi	47735	S	5	38	43	0.00003
Glaesserella parasuis	738	S	2	0	2	0.00000
Glaesserella sp. 15-184	2030797	S	1	0	1	0.00000
Histophilus somni	731	S	2	0	2	0.00000
Gallibacterium anatis	750	S	1	0	1	0.00000
Frederiksenia canicola	123824	S	1	0	1	0.00000
Rodentibacter sp. DSM 111151	2778911	S	1	0	1	0.00000
Methylomonas sp. LL1	2785785	S	3	0	3	0.00000
Methylomonas sp. DH-1	1727196	S	2	3	5	0.00000
Methylomonas sp. LW13	107637	S	1	0	1	0.00000
Methylomonas methanica	421	S	1	0	1	0.00000
Methylomonas koyamae	702114	S	1	2	3	0.00000
Methylomonas denitrificans	1538553	S	1	0	1	0.00000
Methylomonas rhizoryzae	2608981	S	1	0	1	0.00000
Methylococcus sp. EFPC2	2812648	S	7	0	7	0.00000
Methylococcus sp. IM1	2681310	S	3	0	3	0.00000
Methylococcus capsulatus	414	S	1	0	1	0.00000
Methylomicrobium album	39775	S	5	0	5	0.00000
Methylomicrobium sp. wino1	2049332	S	4	1	5	0.00000
Methylovulum psychrotolerans	1704499	S	9	0	9	0.00001
Methylocaldum marinum	1432792	S	3	0	3	0.00000
Methylotuvimicrobium buryatense	95641	S	1	0	1	0.00000
Methylotuvimicrobium alcaliphilum	271065	S	1	0	1	0.00000
Candidatus Methylospira mobilis	1808979	S	1	0	1	0.00000
Candidatus Vesicomyosocius okutanii	412965	S	2	0	2	0.00000
Candidatus Vesicomyosocius sp. SY067_SCS001	2732590	S	2	0	2	0.00000
Bathymodiolus septemdierum thioautotrophic gill symbiont	113267	S	2	0	2	0.00000
Candidatus Ruthia magnifica	386487	S	1	0	1	0.00000
Candidatus Thioglobus sp. NP1	2508687	S	3	0	3	0.00000
Candidatus Thioglobus singularis	1427364	S	1	0	1	0.00000
Sedimenticola thiotaurini	1543721	S	1	0	1	0.00000
Pseudohongiella spirulinae	1249552	S	1	0	1	0.00000
Thiolapillus brandeum	1076588	S	1	0	1	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	4	1	5	0.00000
Solimonas sp. K1W22B-7	2303331	S	3	0	3	0.00000
Steroidobacter denitrificans	465721	S	4	0	4	0.00000
Sulfuricaulis limicola	1620215	S	5	0	5	0.00000
Acidiferrobacter sp. SPIII_3	1281578	S	4	0	4	0.00000
Sulfurifustis variabilis	1675686	S	2	0	2	0.00000
Gilliamella apicola	1196095	S	3	0	3	0.00000
Frischella perrara	1267021	S	2	0	2	0.00000
Orbus sp. IPMB12	1635327	S	1	0	1	0.00000
Immundisolibacter cernigliae	1810504	S	5	0	5	0.00000
Cardiobacterium hominis	2718	S	2	0	2	0.00000
Dichelobacter nodosus	870	S	1	0	1	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	2	0	2	0.00000
Bradyrhizobium sp. CCBAU 051011	858422	S	12	2	14	0.00001
Bradyrhizobium sp.	376	S	11	29	40	0.00003
Bradyrhizobium sp. ORS 278	114615	S	7	1	8	0.00001
Bradyrhizobium sp. SK17	2057741	S	7	3	10	0.00001
Bradyrhizobium sp. 1(2017)	1404888	S	7	2	9	0.00001
Bradyrhizobium sp. PSBB068	2715960	S	6	2	8	0.00001
Bradyrhizobium sp. BTAi1	288000	S	6	0	6	0.00000
Bradyrhizobium sp. CCBAU 51753	1325100	S	5	1	6	0.00000
Bradyrhizobium sp. CCBAU 51765	1325102	S	5	1	6	0.00000
Bradyrhizobium sp. ORS 285	115808	S	4	0	4	0.00000
Bradyrhizobium sp. CCBAU 53340	1325112	S	4	3	7	0.00000
Bradyrhizobium sp. CCGE-LA001	1223566	S	3	0	3	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	3	0	3	0.00000
Bradyrhizobium sp. CCBAU 53338	1325111	S	2	1	3	0.00000
Bradyrhizobium sp. LCT2	2493093	S	2	8	10	0.00001
Bradyrhizobium sp. SG09	2599805	S	2	25	27	0.00002
Bradyrhizobium sp. CCBAU 53421	1325120	S	1	0	1	0.00000
Bradyrhizobium erythrophlei	1437360	S	48	3	51	0.00004
Bradyrhizobium diazoefficiens	1355477	S	15	28	43	0.00003
Bradyrhizobium canariense	255045	S	15	1	16	0.00001
Bradyrhizobium vignae	1549949	S	14	2	16	0.00001
Bradyrhizobium lablabi	722472	S	12	26	38	0.00003
Bradyrhizobium paxllaeri	190148	S	10	1	11	0.00001
Bradyrhizobium symbiodeficiens	1404367	S	8	3	11	0.00001
Bradyrhizobium icense	1274631	S	7	1	8	0.00001
Bradyrhizobium guangxiense	1325115	S	7	6	13	0.00001
Bradyrhizobium japonicum	375	S	7	6	13	0.00001
Bradyrhizobium oligotrophicum	44255	S	7	1	8	0.00001
Bradyrhizobium betae	244734	S	6	4	10	0.00001
Bradyrhizobium cosmicum	1404864	S	6	1	7	0.00000
Bradyrhizobium arachidis	858423	S	5	1	6	0.00000
Bradyrhizobium genosp. L	83637	S	5	0	5	0.00000
Bradyrhizobium guangdongense	1325090	S	4	4	8	0.00001
Bradyrhizobium genosp. B	83627	S	4	0	4	0.00000
Bradyrhizobium zhanjiangense	1325107	S	2	0	2	0.00000
Bradyrhizobium amphicarpaeae	1404768	S	1	0	1	0.00000
Bosea sp. RAC05	1842539	S	27	6	33	0.00002
Bosea sp. ANAM02	2020412	S	11	3	14	0.00001
Bosea sp. PAMC 26642	1792307	S	8	1	9	0.00001
Bosea sp. AS-1	2015316	S	5	1	6	0.00000
Bosea sp. Tri-49	1867715	S	4	0	4	0.00000
Bosea sp. F3-2	2599640	S	2	0	2	0.00000
Bosea vaviloviae	1526658	S	9	1	10	0.00001
Rhodopseudomonas palustris	1076	S	50	12	62	0.00004
Tardiphaga robiniae	943830	S	11	1	12	0.00001
Afipia sp. GAS231	1882747	S	10	10	20	0.00001
Afipia carboxidovorans	40137	S	3	-3	0	0.00000
Variibacter gotjawalensis	1333996	S	13	0	13	0.00001
Nitrobacter winogradskyi	913	S	9	1	10	0.00001
Nitrobacter hamburgensis	912	S	1	0	1	0.00000
Rhizobium sp. BG4	2613770	S	12	1	13	0.00001
Rhizobium sp. 11515TR	2028343	S	7	0	7	0.00000
Rhizobium sp. WL3	2603277	S	4	0	4	0.00000
Rhizobium sp. ACO-34A	1571470	S	3	0	3	0.00000
Rhizobium sp. NLR16a	2731112	S	3	1	4	0.00000
Rhizobium sp. CIAT894	2020312	S	2	0	2	0.00000
Rhizobium sp. S41	1869170	S	2	25	27	0.00002
Rhizobium sp. ADMK78	1813451	S	2	0	2	0.00000
Rhizobium sp. NXC24	2048897	S	2	0	2	0.00000
Rhizobium sp. IE4771	1301032	S	1	2	3	0.00000
Rhizobium sp. Kim5	2020311	S	1	3	4	0.00000
Rhizobium sp. NXC14	1981173	S	1	0	1	0.00000
Rhizobium leguminosarum	384	S	16	13	29	0.00002
Rhizobium daejeonense	240521	S	7	2	9	0.00001
Rhizobium pseudoryzae	379684	S	6	1	7	0.00000
Rhizobium lusitanum	293958	S	6	0	6	0.00000
Rhizobium tropici	398	S	5	1	6	0.00000
Rhizobium phaseoli	396	S	4	6	10	0.00001
Rhizobium rhizoryzae	451876	S	3	0	3	0.00000
Rhizobium pusense	648995	S	3	12	15	0.00001
Rhizobium jaguaris	1312183	S	3	0	3	0.00000
Rhizobium etli	29449	S	2	0	2	0.00000
Rhizobium favelukesii	348824	S	2	0	2	0.00000
Rhizobium acidisoli	1538158	S	2	1	3	0.00000
Rhizobium rosettiformans	1368430	S	2	1	3	0.00000
Rhizobium lentis	1138194	S	2	0	2	0.00000
Rhizobium bangladeshense	1138189	S	2	0	2	0.00000
Rhizobium oryzihabitans	2267833	S	1	1	2	0.00000
Rhizobium gallicum	56730	S	1	0	1	0.00000
Agrobacterium tumefaciens	358	S	9	6	15	0.00001
Agrobacterium fabacearum	1183401	S	1	3	4	0.00000
Agrobacterium rubi	28099	S	7	1	8	0.00001
Agrobacterium vitis	373	S	6	0	6	0.00000
Agrobacterium rhizogenes	359	S	2	2	4	0.00000
Agrobacterium larrymoorei	160699	S	2	0	2	0.00000
Agrobacterium sp. CGMCC 11546	2579248	S	1	2	3	0.00000
Agrobacterium sp. T29	2580515	S	1	0	1	0.00000
Neorhizobium sp. SOG26	2060726	S	3	0	3	0.00000
Neorhizobium sp. NCHU2750	1825976	S	1	0	1	0.00000
Neorhizobium galegae	399	S	3	0	3	0.00000
Sinorhizobium sp. RAC02	1842534	S	3	0	3	0.00000
Sinorhizobium sp. BG8	2613773	S	3	0	3	0.00000
Sinorhizobium sp. M14	430451	S	2	10	12	0.00001
Sinorhizobium sp. CCBAU 05631	794846	S	1	3	4	0.00000
Sinorhizobium medicae	110321	S	7	1	8	0.00001
Sinorhizobium fredii	380	S	6	5	11	0.00001
Sinorhizobium meliloti	382	S	3	0	3	0.00000
Sinorhizobium americanum	194963	S	1	0	1	0.00000
Ensifer sojae	716925	S	7	4	11	0.00001
Ensifer alkalisoli	1752398	S	3	0	3	0.00000
Ensifer mexicanus	375549	S	2	0	2	0.00000
Ensifer sp. PDNC004	2811423	S	2	0	2	0.00000
Ensifer adhaerens	106592	S	1	0	1	0.00000
Shinella sp. PSBB067	2715959	S	10	6	16	0.00001
Shinella sp. HZN7	879274	S	5	3	8	0.00001
Kaistia sp. 32K	2795690	S	6	1	7	0.00000
Georhizobium profundi	2341112	S	4	1	5	0.00000
Ciceribacter thiooxidans	1969821	S	3	0	3	0.00000
Candidatus Liberibacter solanacearum	556287	S	1	0	1	0.00000
Methylobacterium sp. WL1	2603276	S	23	2	25	0.00002
Methylobacterium sp. 17Sr1-43	2202828	S	9	1	10	0.00001
Methylobacterium sp. 4-46	426117	S	4	0	4	0.00000
Methylobacterium sp. 17Sr1-1	2202826	S	4	1	5	0.00000
Methylobacterium sp. XJLW	739141	S	3	38	41	0.00003
Methylobacterium sp. AMS5	925818	S	1	0	1	0.00000
Methylobacterium sp. C1	1479019	S	1	4	5	0.00000
Methylobacterium aquaticum	270351	S	16	4	20	0.00001
Methylobacterium indicum	1775910	S	12	4	16	0.00001
Methylobacterium mesophilicum	39956	S	9	1	10	0.00001
Methylobacterium nodulans	114616	S	8	0	8	0.00001
Methylobacterium durans	2202825	S	8	0	8	0.00001
Methylobacterium brachiatum	269660	S	7	2	9	0.00001
Methylobacterium radiotolerans	31998	S	5	15	20	0.00001
Methylobacterium currus	2051553	S	4	1	5	0.00000
Methylobacterium phyllosphaerae	418223	S	2	6	8	0.00001
Methylorubrum populi	223967	S	26	13	39	0.00003
Methylorubrum extorquens	408	S	14	17	31	0.00002
Microvirga sp. VF16	2807101	S	5	0	5	0.00000
Microvirga sp. 17 mud 1-3	2082949	S	3	0	3	0.00000
Microvirga ossetica	1882682	S	4	0	4	0.00000
Microvirga thermotolerans	2651334	S	3	0	3	0.00000
Mesorhizobium sp. Pch-S	2082387	S	8	1	9	0.00001
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	2493681	S	8	3	11	0.00001
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	8	4	12	0.00001
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	6	2	8	0.00001
Mesorhizobium sp. N3	675281	S	5	1	6	0.00000
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	5	2	7	0.00000
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	5	2	7	0.00000
Mesorhizobium sp. NZP2077	2483404	S	4	1	5	0.00000
Mesorhizobium sp. 113-3-3	2744516	S	4	2	6	0.00000
Mesorhizobium sp. INR15	2654248	S	4	0	4	0.00000
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	2493679	S	4	1	5	0.00000
Mesorhizobium sp. NBSH29	2654249	S	3	0	3	0.00000
Mesorhizobium sp. 131-2-1	2744518	S	3	1	4	0.00000
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	3	1	4	0.00000
Mesorhizobium sp. 8	2584466	S	2	0	2	0.00000
Mesorhizobium sp. L-2-11	2744521	S	2	0	2	0.00000
Mesorhizobium sp. L-8-3	2744522	S	2	8	10	0.00001
Mesorhizobium sp. J8	2777475	S	2	0	2	0.00000
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	2493677	S	2	0	2	0.00000
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	2	0	2	0.00000
Mesorhizobium sp. DCY119	2108445	S	2	0	2	0.00000
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	2	1	3	0.00000
Mesorhizobium sp. NZP2298	2483403	S	2	1	3	0.00000
Mesorhizobium sp. L-8-10	2744523	S	1	4	5	0.00000
Mesorhizobium sp. AA22	1854057	S	1	0	1	0.00000
Mesorhizobium sp. 113-3-9	2744517	S	1	0	1	0.00000
Mesorhizobium opportunistum	593909	S	9	3	12	0.00001
Mesorhizobium loti	381	S	6	16	22	0.00002
Mesorhizobium oceanicum	1670800	S	6	1	7	0.00000
Mesorhizobium amorphae	71433	S	4	1	5	0.00000
Mesorhizobium australicum	536018	S	3	1	4	0.00000
Mesorhizobium huakuii	28104	S	1	0	1	0.00000
Mesorhizobium erdmanii	1777866	S	1	0	1	0.00000
Mesorhizobium japonicum	2066070	S	1	0	1	0.00000
Phyllobacterium zundukense	1867719	S	6	0	6	0.00000
Phyllobacterium sp. 628	2718938	S	2	0	2	0.00000
Aminobacter sp. MSH1	374606	S	5	5	10	0.00001
Nitratireductor sp. SY7	2599600	S	4	0	4	0.00000
Nitratireductor sp. OM-1	1756988	S	2	0	2	0.00000
Hoeflea sp. IMCC20628	1620421	S	4	0	4	0.00000
Hoeflea phototrophica	244596	S	2	0	2	0.00000
Lentilitoribacter sp. Alg239-R112	2305987	S	5	0	5	0.00000
Chelativorans sp. BNC1	266779	S	4	0	4	0.00000
Oricola thermophila	2742145	S	2	0	2	0.00000
Salaquimonas pukyongi	2712698	S	1	0	1	0.00000
Devosia sp. A16	1736675	S	13	1	14	0.00001
Devosia sp. S02	2657486	S	7	1	8	0.00001
Devosia sp. LEGU1	2774137	S	7	1	8	0.00001
Devosia sp. G19	2801335	S	7	1	8	0.00001
Devosia sp. I507	2083786	S	3	0	3	0.00000
Devosia sp. MC521	2759954	S	2	1	3	0.00000
Devosia sp. 1566	2499144	S	1	0	1	0.00000
Devosia sp. D6-9	2664417	S	1	1	2	0.00000
Devosia ginsengisoli	400770	S	7	0	7	0.00000
Hyphomicrobium sp. MC1	717785	S	16	2	18	0.00001
Hyphomicrobium nitrativorans	1427356	S	8	0	8	0.00001
Hyphomicrobium denitrificans	53399	S	7	2	9	0.00001
Rhodoplanes sp. Z2-YC6860	674703	S	19	1	20	0.00001
Caenibius tardaugens	169176	S	8	13	21	0.00001
Blastochloris tepida	2233851	S	4	1	5	0.00000
Blastochloris viridis	1079	S	2	0	2	0.00000
Pelagibacterium halotolerans	531813	S	4	0	4	0.00000
Youhaiella tibetensis	1447062	S	4	0	4	0.00000
Rhodomicrobium vannielii	1069	S	3	0	3	0.00000
Aquabacter sp. L1I39	2820278	S	3	0	3	0.00000
Methyloligella sp. GL2	2742204	S	3	0	3	0.00000
Paradevosia shaoguanensis	1335043	S	3	5	8	0.00001
Candidatus Filomicrobium marinum	1608628	S	1	0	1	0.00000
Methyloceanibacter sp. wino2	2170729	S	1	0	1	0.00000
Pyruvatibacter mobilis	1712261	S	59	5	64	0.00005
Parvibaculum lavamentivorans	256618	S	10	6	16	0.00001
Pseudolabrys taiwanensis	331696	S	13	1	14	0.00001
Pseudolabrys sp. FHR47	2562284	S	9	1	10	0.00001
Ancylobacter sp. TS-1	1850374	S	8	3	11	0.00001
Ancylobacter pratisalsi	1745854	S	2	0	2	0.00000
Azorhizobium caulinodans	7	S	9	1	10	0.00001
Starkeya sp. ORNL1	2709380	S	6	1	7	0.00000
Starkeya novella	921	S	1	0	1	0.00000
Labrys sp. KNU-23	2789216	S	8	0	8	0.00001
Xanthobacter sp. YN2	2528964	S	6	2	8	0.00001
Methylocystis rosea	173366	S	18	2	20	0.00001
Methylocystis heyeri	391905	S	8	0	8	0.00001
Methylocystis parvus	134	S	1	0	1	0.00000
Methylocystis bryophila	655015	S	1	0	1	0.00000
Methylocystis sp. SC2	187303	S	1	0	1	0.00000
Methylosinus trichosporium	426	S	5	1	6	0.00000
Methylosinus sp. C49	2699395	S	2	0	2	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	12	0	12	0.00001
Nordella sp. HKS 07	2712222	S	8	0	8	0.00001
Candidatus Hodgkinia cicadicola	573658	S	3	0	3	0.00000
Hartmannibacter diazotrophicus	1482074	S	2	0	2	0.00000
Martelella mediterranea	293089	S	6	2	8	0.00001
Martelella sp. AD-3	686597	S	2	3	5	0.00000
Martelella lutilitoris	2583532	S	3	0	3	0.00000
Martelella endophytica	1486262	S	1	0	1	0.00000
Aureimonas sp. OT7	2816454	S	5	5	10	0.00001
Aureimonas sp. AU20	1349819	S	3	0	3	0.00000
Aureimonas sp. LMG 31693	2758041	S	2	0	2	0.00000
Aureimonas populi	1701758	S	1	0	1	0.00000
Brucella pseudogrignonensis	419475	S	4	7	11	0.00001
Brucella anthropi	529	S	3	11	14	0.00001
[Ochrobactrum] quorumnocens	271865	S	2	0	2	0.00000
