name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas extremaustralis	359110	S	1	0	1	0.00000
Azotobacter vinelandii	354	S	3	-3	0	0.00000
Entomomonas sp. F2A	2785331	S	1	0	1	0.00000
Acinetobacter baumannii	470	S	16	26	42	0.00000
Acinetobacter calcoaceticus	471	S	1	0	1	0.00000
Acinetobacter pittii	48296	S	1	0	1	0.00000
Acinetobacter nosocomialis	106654	S	1	0	1	0.00000
Acinetobacter seifertii	1530123	S	1	0	1	0.00000
Acinetobacter lactucae	1785128	S	1	0	1	0.00000
Acinetobacter johnsonii	40214	S	17	5	22	0.00000
Acinetobacter sp. YH12138	2601122	S	4	0	4	0.00000
Acinetobacter sp. CS-2	2798861	S	3	0	3	0.00000
Acinetobacter sp. WCHAc010034	1879049	S	3	0	3	0.00000
Acinetobacter sp. TTH0-4	1646498	S	2	0	2	0.00000
Acinetobacter sp. WCHA55	2004646	S	1	0	1	0.00000
Acinetobacter sp. NEB 394	2743575	S	1	0	1	0.00000
Acinetobacter sp. NEB149	2725684	S	1	1	2	0.00000
Acinetobacter sp. MYb10	1827285	S	1	0	1	0.00000
Acinetobacter sp. ACNIH2	1758189	S	1	0	1	0.00000
Acinetobacter wanghuae	2662362	S	7	0	7	0.00000
Acinetobacter indicus	756892	S	6	1	7	0.00000
Acinetobacter wuhouensis	1879050	S	4	0	4	0.00000
Acinetobacter bereziniae	106648	S	4	0	4	0.00000
Acinetobacter soli	487316	S	4	0	4	0.00000
Acinetobacter tandoii	202954	S	3	0	3	0.00000
Acinetobacter shaoyimingii	2715164	S	3	0	3	0.00000
Acinetobacter lanii	2715163	S	3	0	3	0.00000
Acinetobacter lwoffii	28090	S	3	4	7	0.00000
Acinetobacter dispersus	70348	S	3	0	3	0.00000
Acinetobacter haemolyticus	29430	S	2	0	2	0.00000
Acinetobacter ursingii	108980	S	2	0	2	0.00000
Acinetobacter radioresistens	40216	S	2	0	2	0.00000
Acinetobacter piscicola	2006115	S	2	0	2	0.00000
Acinetobacter oleivorans	1148157	S	2	0	2	0.00000
Acinetobacter schindleri	108981	S	1	0	1	0.00000
Acinetobacter junii	40215	S	1	0	1	0.00000
Acinetobacter venetianus	52133	S	1	0	1	0.00000
Acinetobacter defluvii	1871111	S	1	0	1	0.00000
Acinetobacter guillouiae	106649	S	1	0	1	0.00000
Acinetobacter towneri	202956	S	1	0	1	0.00000
Moraxella osloensis	34062	S	14	0	14	0.00000
Moraxella catarrhalis	480	S	2	0	2	0.00000
Moraxella nonliquefaciens	478	S	1	0	1	0.00000
Psychrobacter sp. DAB_AL43B	1028416	S	3	0	3	0.00000
Psychrobacter sp. P11G5	1699624	S	2	2	4	0.00000
Psychrobacter sp. PRwf-1	349106	S	1	0	1	0.00000
Psychrobacter sp. YP14	2203895	S	1	0	1	0.00000
Psychrobacter urativorans	45610	S	1	0	1	0.00000
Psychrobacter arcticus	334543	S	1	0	1	0.00000
Aquirhabdus parva	2283318	S	3	0	3	0.00000
Stenotrophomonas maltophilia	40324	S	209	56	265	0.00000
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	1	0	1	0.00000
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	1	0	1	0.00000
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	1	0	1	0.00000
Stenotrophomonas sp. 169	2770322	S	11	0	11	0.00000
Stenotrophomonas sp. WZN-1	2005046	S	4	1	5	0.00000
Stenotrophomonas sp. LM091	1904944	S	3	0	3	0.00000
Stenotrophomonas sp. NA06056	2742129	S	3	0	3	0.00000
Stenotrophomonas sp. Pemsol	2040586	S	1	0	1	0.00000
Stenotrophomonas sp. 364	2691571	S	1	0	1	0.00000
Stenotrophomonas sp. CW117	2775920	S	1	5	6	0.00000
Stenotrophomonas acidaminiphila	128780	S	3	1	4	0.00000
Stenotrophomonas rhizophila	216778	S	3	0	3	0.00000
Xanthomonas oryzae	347	S	18	1	19	0.00000
Xanthomonas campestris	339	S	4	10	14	0.00000
Xanthomonas fragariae	48664	S	3	0	3	0.00000
Xanthomonas vasicola	56459	S	3	0	3	0.00000
Xanthomonas citri	346	S	2	1	3	0.00000
Xanthomonas arboricola	56448	S	1	0	1	0.00000
Xanthomonas cassavae	56450	S	1	0	1	0.00000
Lysobacter enzymogenes	69	S	12	0	12	0.00000
Lysobacter sp. TY2-98	2290922	S	2	0	2	0.00000
Lysobacter sp. HDW10	2714936	S	2	0	2	0.00000
Lysobacter sp. CW239	2762611	S	1	1	2	0.00000
Lysobacter capsici	435897	S	4	0	4	0.00000
Lysobacter gummosus	262324	S	3	0	3	0.00000
Lysobacter oculi	2698682	S	3	0	3	0.00000
Lysobacter antibioticus	84531	S	2	0	2	0.00000
Lysobacter maris	1605891	S	2	0	2	0.00000
Lysobacter lycopersici	1324796	S	1	0	1	0.00000
Thermomonas sp. XSG	2771436	S	7	1	8	0.00000
Thermomonas sp. SY21	2202149	S	1	0	1	0.00000
Thermomonas carbonis	1463158	S	4	0	4	0.00000
Thermomonas brevis	215691	S	1	0	1	0.00000
Luteimonas sp. MC1750	2799326	S	6	0	6	0.00000
Luteimonas sp. YGD11-2	2508168	S	1	0	1	0.00000
Luteimonas sp. MC1572	2799325	S	1	0	1	0.00000
Luteimonas chenhongjianii	2006110	S	3	0	3	0.00000
Luteimonas granuli	1176533	S	1	0	1	0.00000
Pseudoxanthomonas suwonensis	314722	S	8	0	8	0.00000
Pseudoxanthomonas mexicana	128785	S	3	0	3	0.00000
Arenimonas daejeonensis	370777	S	3	0	3	0.00000
Xylella fastidiosa	2371	S	2	0	2	0.00000
Pseudolysobacter antarcticus	2511995	S	1	0	1	0.00000
Dyella sp. M7H15-1	2501295	S	4	0	4	0.00000
Dyella sp. G9	2763498	S	2	0	2	0.00000
Dyella thiooxydans	445710	S	2	0	2	0.00000
Dyella japonica	231455	S	1	0	1	0.00000
Aerosticca soli	2010829	S	4	1	5	0.00000
Rhodanobacter sp. FDAARGOS 1247	2778082	S	2	0	2	0.00000
Rhodanobacter denitrificans	666685	S	1	0	1	0.00000
Dokdonella koreensis	323415	S	2	0	2	0.00000
Frateuria aurantia	81475	S	1	0	1	0.00000
Luteibacter pinisoli	2589080	S	1	0	1	0.00000
Klebsiella pneumoniae	573	S	81	338	419	0.00000
Klebsiella grimontii	2058152	S	5	5	10	0.00000
Klebsiella quasipneumoniae	1463165	S	2	1	3	0.00000
Klebsiella huaxiensis	2153354	S	2	0	2	0.00000
Enterobacter asburiae	61645	S	5	11	16	0.00000
Enterobacter cloacae	550	S	3	3	6	0.00000
Enterobacter hormaechei	158836	S	1	5	6	0.00000
Enterobacter roggenkampii	1812935	S	1	1	2	0.00000
Citrobacter freundii	546	S	6	13	19	0.00000
Citrobacter tructae	2562449	S	1	0	1	0.00000
Escherichia coli	562	S	6	23	29	0.00000
Escherichia marmotae	1499973	S	5	0	5	0.00000
Escherichia sp. E4742	2044467	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	S	3	0	3	0.00000
Enterobacteriaceae endosymbiont of Donacia versicolorea	2675788	S	3	0	3	0.00000
Enterobacteriaceae endosymbiont of Macroplea appendiculata	2675790	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Donacia thalassina	2675786	S	1	0	1	0.00000
Kluyvera intermedia	61648	S	8	0	8	0.00000
Cronobacter malonaticus	413503	S	2	0	2	0.00000
Cronobacter condimenti	1163710	S	2	0	2	0.00000
Cronobacter sakazakii	28141	S	1	0	1	0.00000
Cronobacter dublinensis	413497	S	1	0	1	0.00000
Cronobacter universalis	535744	S	1	0	1	0.00000
[Enterobacter] lignolyticus	1334193	S	3	0	3	0.00000
Pluralibacter gergoviae	61647	S	2	0	2	0.00000
Raoultella ornithinolytica	54291	S	2	2	4	0.00000
Raoultella terrigena	577	S	1	0	1	0.00000
Salmonella enterica	28901	S	2	0	2	0.00000
Salmonella sp. SJTUF14178	2745895	S	1	92	93	0.00000
Buttiauxella agrestis	82977	S	3	0	3	0.00000
Kosakonia sacchari	1158459	S	2	0	2	0.00000
Kosakonia cowanii	208223	S	1	0	1	0.00000
Jejubacter calystegiae	2579935	S	2	0	2	0.00000
Candidatus Gullanella endobia	1070130	S	1	0	1	0.00000
Lelliottia amnigena	61646	S	1	0	1	0.00000
Cedecea lapagei	158823	S	1	0	1	0.00000
Leclercia adecarboxylata	83655	S	1	0	1	0.00000
Atlantibacter hermannii	565	S	1	0	1	0.00000
Yersinia ruckeri	29486	S	4	0	4	0.00000
Yersinia rohdei	29485	S	3	0	3	0.00000
Yersinia canariae	2607663	S	3	0	3	0.00000
Yersinia enterocolitica	630	S	1	1	2	0.00000
Yersinia massiliensis	419257	S	1	3	4	0.00000
Yersinia entomophaga	935293	S	1	0	1	0.00000
Yersinia similis	367190	S	1	0	1	0.00000
Serratia grimesii	82995	S	5	0	5	0.00000
Serratia marcescens	615	S	4	4	8	0.00000
Serratia odorifera	618	S	1	0	1	0.00000
Serratia plymuthica	82996	S	1	0	1	0.00000
Serratia surfactantfaciens	2741499	S	1	0	1	0.00000
Chania multitudinisentens	1639108	S	2	0	2	0.00000
Gibbsiella quercinecans	929813	S	1	0	1	0.00000
Rouxiella badensis	1646377	S	1	0	1	0.00000
Buchnera aphidicola	9	S	14	-1	13	0.00000
Pantoea agglomerans	549	S	3	0	3	0.00000
Pantoea sp. 201603H	2479547	S	1	0	1	0.00000
Pantoea sp. CCBC3-3-1	2490851	S	1	0	1	0.00000
Pantoea sp. SO10	2575375	S	1	0	1	0.00000
Pantoea ananatis	553	S	2	0	2	0.00000
Candidatus Pantoea carbekii	1235990	S	1	0	1	0.00000
Erwinia gerundensis	1619313	S	2	0	2	0.00000
Candidatus Erwinia haradaeae	1922217	S	1	0	1	0.00000
Wigglesworthia glossinidia	51229	S	2	0	2	0.00000
Tatumella citrea	53336	S	1	0	1	0.00000
Mixta theicola	1458355	S	1	0	1	0.00000
Providencia rettgeri	587	S	1	4	5	0.00000
Providencia alcalifaciens	126385	S	1	0	1	0.00000
Providencia sneebia	516075	S	1	0	1	0.00000
Xenorhabdus bovienii	40576	S	2	0	2	0.00000
Xenorhabdus nematophila	628	S	1	0	1	0.00000
Xenorhabdus poinarii	40577	S	1	0	1	0.00000
Proteus vulgaris	585	S	1	0	1	0.00000
Proteus columbae	1987580	S	1	0	1	0.00000
Arsenophonus nasoniae	638	S	1	1	2	0.00000
Dickeya solani	1089444	S	2	2	4	0.00000
Dickeya chrysanthemi	556	S	1	0	1	0.00000
Pectobacterium carotovorum	554	S	1	0	1	0.00000
Pectobacterium parmentieri	1905730	S	1	0	1	0.00000
Pectobacterium versatile	2488639	S	1	0	1	0.00000
Brenneria rubrifaciens	55213	S	1	0	1	0.00000
Brenneria sp. Ir50	2722756	S	1	0	1	0.00000
Lonsdalea britannica	1082704	S	1	0	1	0.00000
Plesiomonas shigelloides	703	S	3	0	3	0.00000
Jinshanibacter zhutongyuii	2498113	S	2	0	2	0.00000
Hafnia paralvei	546367	S	1	0	1	0.00000
Sodalis endosymbiont of Henestaris halophilus	1929246	S	1	0	1	0.00000
Pasteurella multocida	747	S	132	29	161	0.00000
Haemophilus parainfluenzae	729	S	4	0	4	0.00000
Haemophilus haemolyticus	726	S	2	0	2	0.00000
Haemophilus pittmaniae	249188	S	1	0	1	0.00000
Actinobacillus sp. GY-402	2774188	S	2	0	2	0.00000
Actinobacillus indolicus	51049	S	1	0	1	0.00000
Actinobacillus succinogenes	67854	S	1	0	1	0.00000
Actinobacillus porcitonsillarum	189834	S	1	0	1	0.00000
Mannheimia haemolytica	75985	S	1	0	1	0.00000
Mannheimia ovis	2679994	S	1	0	1	0.00000
Basfia succiniciproducens	653940	S	2	0	2	0.00000
Aggregatibacter actinomycetemcomitans	714	S	1	0	1	0.00000
Histophilus somni	731	S	1	0	1	0.00000
Shewanella sp. Arc9-LZ	2698686	S	3	2	5	0.00000
Shewanella sp. FJAT-51800	2814294	S	1	0	1	0.00000
Shewanella sp. KX20019	2803864	S	1	0	1	0.00000
Shewanella sp. SNU WT4	2590015	S	1	0	1	0.00000
Shewanella putrefaciens	24	S	3	5	8	0.00000
Shewanella woodyi	60961	S	2	0	2	0.00000
Shewanella algae	38313	S	1	0	1	0.00000
Shewanella psychrophila	225848	S	1	0	1	0.00000
Shewanella loihica	359303	S	1	0	1	0.00000
Shewanella piezotolerans	404011	S	1	0	1	0.00000
Shewanella aestuarii	1028752	S	1	0	1	0.00000
Shewanella khirikhana	1965282	S	1	0	1	0.00000
Shewanella frigidimarina	56812	S	1	0	1	0.00000
Parashewanella spongiae	342950	S	1	0	1	0.00000
Marinobacter sp. LPB0319	2769486	S	1	2	3	0.00000
Marinobacter salinus	1874317	S	3	0	3	0.00000
Marinobacter fonticola	2603215	S	3	0	3	0.00000
Marinobacter salarius	1420917	S	2	0	2	0.00000
Alteromonas sp. BL110	1714845	S	1	1	2	0.00000
Alteromonas macleodii	28108	S	1	0	1	0.00000
Alteromonas mediterranea	314275	S	1	0	1	0.00000
Salinimonas sediminis	2303538	S	2	0	2	0.00000
Salinimonas sp. KX18D6	2572577	S	1	0	1	0.00000
Salinimonas sp. G2-b	2785918	S	1	0	1	0.00000
Paraglaciecola psychrophila	326544	S	2	0	2	0.00000
Paraglaciecola sp. L3A3	2686358	S	2	0	2	0.00000
Glaciecola amylolytica	2489595	S	1	0	1	0.00000
Pseudoalteromonas spongiae	298657	S	5	0	5	0.00000
Pseudoalteromonas sp. SM1988	2744479	S	2	0	2	0.00000
Pseudoalteromonas sp. SM9913	234831	S	1	1	2	0.00000
Pseudoalteromonas sp. Bsw20308	283699	S	1	0	1	0.00000
Pseudoalteromonas tunicata	314281	S	2	0	2	0.00000
Pseudoalteromonas piratica	1348114	S	1	0	1	0.00000
Pseudoalteromonas aliena	247523	S	1	0	1	0.00000
Pseudoalteromonas carrageenovora	227	S	1	0	1	0.00000
Pseudoalteromonas ruthenica	151081	S	1	0	1	0.00000
Pseudoalteromonas piscicida	43662	S	1	0	1	0.00000
Pseudoalteromonas undina	43660	S	1	0	1	0.00000
Pseudoalteromonas luteoviolacea	43657	S	1	0	1	0.00000
Pseudoalteromonas xiamenensis	882626	S	1	0	1	0.00000
Pseudoalteromonas shioyasakiensis	1190813	S	1	0	1	0.00000
Psychrosphaera aestuarii	1266052	S	1	0	1	0.00000
Psychrosphaera sp. MTZ26	2820710	S	1	0	1	0.00000
Colwellia sp. Arc7-635	2497879	S	2	0	2	0.00000
Colwellia beringensis	1967665	S	1	0	1	0.00000
Thalassotalea sp. HSM 43	2552945	S	2	0	2	0.00000
Thalassotalea sp. PS06	2594005	S	1	0	1	0.00000
Litorilituus sediminis	718192	S	1	0	1	0.00000
Moritella yayanosii	69539	S	1	0	1	0.00000
Moritella marina	90736	S	1	0	1	0.00000
Idiomarina piscisalsi	1096243	S	1	0	1	0.00000
Idiomarina sp. OT37-5b	2100422	S	1	0	1	0.00000
Psychromonas ingrahamii	357794	S	1	0	1	0.00000
Halomonas sp. JS92-SW72	2306583	S	21	5	26	0.00000
Halomonas sp. THAF5a	2587844	S	9	1	10	0.00000
Halomonas sp. YLGW01	2773308	S	1	0	1	0.00000
Halomonas sp. THAF12	2587849	S	1	0	1	0.00000
Halomonas huangheensis	1178482	S	2	0	2	0.00000
Halomonas socia	1081866	S	2	0	2	0.00000
Halomonas aestuarii	1897729	S	1	0	1	0.00000
Halomonas hydrothermalis	115561	S	1	1	2	0.00000
Candidatus Portiera aleyrodidarum	91844	S	2	0	2	0.00000
Zymobacter palmae	33074	S	1	0	1	0.00000
Candidatus Carsonella ruddii	114186	S	1	0	1	0.00000
Salinicola tamaricis	1771309	S	2	0	2	0.00000
Chromohalobacter salexigens	158080	S	1	0	1	0.00000
Cobetia sp. cqz5-12	2609415	S	1	1	2	0.00000
Halotalea alkalilenta	376489	S	1	0	1	0.00000
Kushneria marisflavi	157779	S	1	0	1	0.00000
Thalassolituus oleivorans	187493	S	2	0	2	0.00000
Marinomonas sp. MWYL1	400668	S	1	0	1	0.00000
Marinobacterium aestuarii	1821621	S	1	0	1	0.00000
Amphritea japonica	452627	S	1	0	1	0.00000
Bermanella marisrubri	207949	S	1	0	1	0.00000
Bacterioplanes sanyensis	1249553	S	1	0	1	0.00000
Alcanivorax dieselolei	285091	S	2	1	3	0.00000
Alcanivorax pacificus	1306787	S	1	0	1	0.00000
Alcanivorax sp. N3-2A	2014542	S	1	0	1	0.00000
Gynuella sunshinyii	1445505	S	3	0	3	0.00000
Saccharospirillum mangrovi	2161747	S	1	0	1	0.00000
Kangiella sediminilitoris	1144748	S	1	0	1	0.00000
Kangiella profundi	1561924	S	1	0	1	0.00000
Oleiphilus messinensis	141451	S	1	0	1	0.00000
Spartinivicinus ruber	2683272	S	1	0	1	0.00000
Rheinheimera sp. LHK132	2498451	S	8	0	8	0.00000
Rheinheimera sp. F8	1763998	S	1	0	1	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	6	0	6	0.00000
Nitrosococcus oceani	1229	S	1	1	2	0.00000
Nitrosococcus watsonii	473531	S	1	1	2	0.00000
Thiocystis violascens	73141	S	2	0	2	0.00000
Thioflavicoccus mobilis	80679	S	2	0	2	0.00000
Thermochromatium tepidum	1050	S	1	0	1	0.00000
Caldichromatium japonicum	2699430	S	1	0	1	0.00000
Thioalkalivibrio versutus	106634	S	4	0	4	0.00000
Thioalkalivibrio nitratireducens	186931	S	4	0	4	0.00000
Thioalkalivibrio paradoxus	108010	S	1	0	1	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	1	0	1	0.00000
Acidihalobacter ferrooxydans	1765967	S	2	0	2	0.00000
Acidihalobacter yilgarnenesis	2819280	S	2	0	2	0.00000
Halorhodospira halochloris	1052	S	1	0	1	0.00000
Halorhodospira halophila	1053	S	1	0	1	0.00000
Ectothiorhodospira haloalkaliphila	421628	S	1	0	1	0.00000
Aquisalimonas sp. 2447	2740807	S	1	0	1	0.00000
Wenzhouxiangella marina	1579979	S	3	0	3	0.00000
Halothiobacillus neapolitanus	927	S	1	0	1	0.00000
Halothiobacillus sp. LS2	1860122	S	1	0	1	0.00000
Sulfurivermis fontis	1972068	S	2	0	2	0.00000
Granulosicoccus antarcticus	437505	S	1	0	1	0.00000
Vibrio parahaemolyticus	670	S	2	0	2	0.00000
Vibrio azureus	512649	S	1	0	1	0.00000
Vibrio diabolicus	50719	S	1	1	2	0.00000
Vibrio anguillarum	55601	S	4	2	6	0.00000
Vibrio sp. SM1977	2662262	S	2	0	2	0.00000
Vibrio sp. ZWAL4003	2711221	S	1	0	1	0.00000
Vibrio vulnificus	672	S	2	0	2	0.00000
Vibrio spartinae	1918945	S	2	0	2	0.00000
Vibrio cidicii	1763883	S	2	1	3	0.00000
Vibrio astriarenae	1481923	S	2	0	2	0.00000
Vibrio kanaloae	170673	S	2	0	2	0.00000
Vibrio tapetis	52443	S	1	0	1	0.00000
Vibrio ponticus	265668	S	1	0	1	0.00000
Vibrio europaeus	300876	S	1	0	1	0.00000
Vibrio aphrogenes	1891186	S	1	0	1	0.00000
Vibrio chagasii	170679	S	1	0	1	0.00000
Vibrio coralliilyticus	190893	S	1	0	1	0.00000
Photobacterium damselae	38293	S	4	0	4	0.00000
Photobacterium gaetbulicola	1295392	S	4	0	4	0.00000
Photobacterium profundum	74109	S	1	0	1	0.00000
Photobacterium ganghwense	320778	S	1	0	1	0.00000
Aliivibrio fischeri	668	S	2	0	2	0.00000
Aliivibrio salmonicida	40269	S	1	0	1	0.00000
Grimontia hollisae	673	S	2	0	2	0.00000
Aeromonas media	651	S	8	4	12	0.00000
Aeromonas veronii	654	S	4	1	5	0.00000
Aeromonas jandaei	650	S	2	1	3	0.00000
Aeromonas salmonicida	645	S	1	2	3	0.00000
Aeromonas sobria	646	S	1	3	4	0.00000
Aeromonas caviae	648	S	1	3	4	0.00000
Aeromonas schubertii	652	S	1	0	1	0.00000
Aeromonas hydrophila	644	S	1	1	2	0.00000
Aeromonas encheleia	73010	S	1	0	1	0.00000
Aeromonas sp. CA23	2033032	S	1	0	1	0.00000
Aeromonas dhakensis	196024	S	1	0	1	0.00000
Zobellella denitrificans	347534	S	3	0	3	0.00000
Oceanimonas sp. GK1	511062	S	2	0	2	0.00000
Tolumonas auensis	43948	S	1	0	1	0.00000
Succinivibrio dextrinosolvens	83771	S	2	0	2	0.00000
Cellvibrio sp. PSBB023	1945512	S	2	0	2	0.00000
Cellvibrio sp. KY-GH-1	2303332	S	2	1	3	0.00000
Cellvibrio sp. KY-YJ-3	454662	S	1	1	2	0.00000
Cellvibrio sp. PSBB006	1987723	S	1	0	1	0.00000
Cellvibrio japonicus	155077	S	2	0	2	0.00000
Teredinibacter turnerae	2426	S	2	0	2	0.00000
Teredinibacter purpureus	2731756	S	2	0	2	0.00000
Simiduia agarivorans	447471	S	1	0	1	0.00000
Halioglobus maricola	2601894	S	4	0	4	0.00000
Halioglobus japonicus	930805	S	1	0	1	0.00000
Halioglobus pacificus	930806	S	1	0	1	0.00000
Kineobactrum salinum	2708301	S	2	0	2	0.00000
Zhongshania aliphaticivorans	1470434	S	4	0	4	0.00000
Spongiibacter sp. IMCC21906	1620392	S	1	0	1	0.00000
Spongiibacter sp. CSC3.9	2794344	S	1	0	1	0.00000
Microbulbifer sp. GL-2	2591606	S	1	0	1	0.00000
Methylomonas denitrificans	1538553	S	4	0	4	0.00000
Methylomonas sp. LL1	2785785	S	4	0	4	0.00000
Methylomonas rhizoryzae	2608981	S	4	0	4	0.00000
Methylomonas methanica	421	S	3	0	3	0.00000
Methylomicrobium album	39775	S	5	0	5	0.00000
Methylocaldum marinum	1432792	S	3	0	3	0.00000
Methylococcus sp. IM1	2681310	S	1	0	1	0.00000
Methylococcus sp. EFPC2	2812648	S	1	0	1	0.00000
Methylotuvimicrobium buryatense	95641	S	1	0	1	0.00000
Methylotuvimicrobium alcaliphilum	271065	S	1	0	1	0.00000
Methylovulum psychrotolerans	1704499	S	1	0	1	0.00000
Candidatus Methylospira mobilis	1808979	S	1	0	1	0.00000
Legionella sp. TUM19329	2708020	S	2	0	2	0.00000
Legionella sp. PC997	2755562	S	1	0	1	0.00000
Legionella pneumophila	446	S	2	0	2	0.00000
Legionella fallonii	96230	S	2	0	2	0.00000
Legionella hackeliae	449	S	1	0	1	0.00000
Legionella waltersii	66969	S	1	0	1	0.00000
Legionella sainthelensi	28087	S	1	0	1	0.00000
Legionella israelensis	454	S	1	0	1	0.00000
Legionella spiritensis	452	S	1	0	1	0.00000
Legionella longbeachae	450	S	1	0	1	0.00000
Fluoribacter dumoffii	463	S	1	-1	0	0.00000
Candidatus Rickettsiella viridis	676208	S	4	0	4	0.00000
Coxiella endosymbiont of Amblyomma sculptum	2487929	S	2	0	2	0.00000
Thiothrix sp.	1032	S	8	0	8	0.00000
Thiothrix sp. Ku-5	2735563	S	1	0	1	0.00000
Thiothrix unzii	111769	S	1	0	1	0.00000
Beggiatoa leptomitoformis	288004	S	1	0	1	0.00000
Thiosulfatimonas sediminis	2675054	S	2	0	2	0.00000
Piscirickettsia salmonis	1238	S	1	0	1	0.00000
Hydrogenovibrio crunogenus	39765	S	1	0	1	0.00000
Francisella persica	954	S	1	1	2	0.00000
Sedimenticola thiotaurini	1543721	S	3	0	3	0.00000
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	S	1	0	1	0.00000
Candidatus Ruthia magnifica	386487	S	1	0	1	0.00000
Candidatus Nardonella dryophthoridicola	1971485	S	1	0	1	0.00000
Candidatus Thioglobus singularis	1427364	S	1	0	1	0.00000
Pseudohongiella spirulinae	1249552	S	1	0	1	0.00000
Thiolapillus brandeum	1076588	S	1	0	1	0.00000
Solimonas sp. K1W22B-7	2303331	S	5	0	5	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	3	0	3	0.00000
Sulfurifustis variabilis	1675686	S	1	0	1	0.00000
Sulfuricaulis limicola	1620215	S	1	0	1	0.00000
Immundisolibacter cernigliae	1810504	S	2	0	2	0.00000
Dichelobacter nodosus	870	S	1	0	1	0.00000
Gilliamella apicola	1196095	S	1	0	1	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	1	0	1	0.00000
Methylobacterium sp. C1	1479019	S	10	28	38	0.00000
Methylobacterium sp. WL1	2603276	S	8	0	8	0.00000
Methylobacterium sp. 17Sr1-43	2202828	S	6	0	6	0.00000
Methylobacterium sp. 4-46	426117	S	5	0	5	0.00000
Methylobacterium sp. XJLW	739141	S	5	40	45	0.00000
Methylobacterium sp. 17Sr1-1	2202826	S	2	0	2	0.00000
Methylobacterium sp. DM1	2067957	S	1	0	1	0.00000
Methylobacterium mesophilicum	39956	S	24	1	25	0.00000
Methylobacterium aquaticum	270351	S	24	4	28	0.00000
Methylobacterium radiotolerans	31998	S	14	27	41	0.00000
Methylobacterium brachiatum	269660	S	12	2	14	0.00000
Methylobacterium indicum	1775910	S	9	1	10	0.00000
Methylobacterium durans	2202825	S	6	0	6	0.00000
Methylobacterium nodulans	114616	S	5	0	5	0.00000
Methylobacterium phyllosphaerae	418223	S	4	8	12	0.00000
Methylobacterium terrae	2202827	S	2	0	2	0.00000
Methylobacterium currus	2051553	S	1	0	1	0.00000
Methylorubrum extorquens	408	S	8	4	12	0.00000
Methylorubrum populi	223967	S	5	1	6	0.00000
Microvirga sp. 17 mud 1-3	2082949	S	3	0	3	0.00000
Microvirga thermotolerans	2651334	S	3	0	3	0.00000
Microvirga ossetica	1882682	S	2	0	2	0.00000
Bradyrhizobium sp. CCBAU 051011	858422	S	10	1	11	0.00000
Bradyrhizobium sp.	376	S	6	3	9	0.00000
Bradyrhizobium sp. CCGE-LA001	1223566	S	5	0	5	0.00000
Bradyrhizobium sp. PSBB068	2715960	S	4	0	4	0.00000
Bradyrhizobium sp. CCBAU 51765	1325102	S	4	0	4	0.00000
Bradyrhizobium sp. ORS 285	115808	S	3	0	3	0.00000
Bradyrhizobium sp. 1(2017)	1404888	S	3	0	3	0.00000
Bradyrhizobium sp. ORS 278	114615	S	2	0	2	0.00000
Bradyrhizobium sp. CCBAU 53351	1325114	S	2	0	2	0.00000
Bradyrhizobium sp. CCBAU 53338	1325111	S	2	0	2	0.00000
Bradyrhizobium sp. CCBAU 51753	1325100	S	2	0	2	0.00000
Bradyrhizobium sp. CCBAU 53340	1325112	S	1	0	1	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	1	0	1	0.00000
Bradyrhizobium sp. WSM471	319017	S	1	0	1	0.00000
Bradyrhizobium sp. TM102	2599819	S	1	3	4	0.00000
Bradyrhizobium sp. BTAi1	288000	S	1	0	1	0.00000
Bradyrhizobium diazoefficiens	1355477	S	17	12	29	0.00000
Bradyrhizobium erythrophlei	1437360	S	12	0	12	0.00000
Bradyrhizobium guangzhouense	1325095	S	6	2	8	0.00000
Bradyrhizobium icense	1274631	S	4	0	4	0.00000
Bradyrhizobium guangdongense	1325090	S	4	2	6	0.00000
Bradyrhizobium paxllaeri	190148	S	4	0	4	0.00000
Bradyrhizobium canariense	255045	S	3	0	3	0.00000
Bradyrhizobium oligotrophicum	44255	S	3	0	3	0.00000
Bradyrhizobium zhanjiangense	1325107	S	3	0	3	0.00000
Bradyrhizobium japonicum	375	S	3	1	4	0.00000
Bradyrhizobium betae	244734	S	3	1	4	0.00000
Bradyrhizobium lablabi	722472	S	2	2	4	0.00000
Bradyrhizobium genosp. B	83627	S	2	0	2	0.00000
Bradyrhizobium cosmicum	1404864	S	2	0	2	0.00000
Bradyrhizobium ottawaense	931866	S	1	4	5	0.00000
Bradyrhizobium arachidis	858423	S	1	0	1	0.00000
