name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudoalteromonas shioyasakiensis	1190813	S	4	0	4	0.00000
Pseudoalteromonas tunicata	314281	S	4	0	4	0.00000
Pseudoalteromonas undina	43660	S	3	3	6	0.00000
Pseudoalteromonas ulvae	107327	S	3	0	3	0.00000
Pseudoalteromonas viridis	339617	S	3	0	3	0.00000
Pseudoalteromonas prydzensis	182141	S	3	0	3	0.00000
Pseudoalteromonas atlantica	288	S	2	0	2	0.00000
Pseudoalteromonas arabiensis	874454	S	2	0	2	0.00000
Pseudoalteromonas aliena	247523	S	2	0	2	0.00000
Pseudoalteromonas piratica	1348114	S	1	0	1	0.00000
Pseudoalteromonas carrageenovora	227	S	1	0	1	0.00000
Pseudoalteromonas agarivorans	176102	S	1	1	2	0.00000
Pseudoalteromonas translucida	166935	S	1	0	1	0.00000
Pseudoalteromonas paragorgicola	166934	S	1	2	3	0.00000
Pseudoalteromonas phenolica	161398	S	1	0	1	0.00000
Pseudoalteromonas issachenkonii	152297	S	1	3	4	0.00000
Pseudoalteromonas ruthenica	151081	S	1	0	1	0.00000
Pseudoalteromonas nigrifaciens	28109	S	1	2	3	0.00000
Pseudoalteromonas espejiana	28107	S	1	0	1	0.00000
Psychrosphaera aestuarii	1266052	S	3	0	3	0.00000
Psychrosphaera sp. MTZ26	2820710	S	1	0	1	0.00000
Colwellia sp. PAMC 21821	1816219	S	7	1	8	0.00000
Colwellia sp. PAMC 20917	1816218	S	5	0	5	0.00000
Colwellia sp. MT41	58049	S	4	0	4	0.00000
Colwellia sp. Arc7-635	2497879	S	4	0	4	0.00000
Colwellia sp. Arc7-D	2161872	S	3	0	3	0.00000
Colwellia sp. 20A7	2689569	S	1	0	1	0.00000
Colwellia psychrerythraea	28229	S	4	0	4	0.00000
Colwellia beringensis	1967665	S	4	0	4	0.00000
Thalassotalea sp. PS06	2594005	S	6	0	6	0.00000
Thalassotalea sp. HSM 43	2552945	S	3	0	3	0.00000
Thalassotalea crassostreae	1763536	S	2	0	2	0.00000
Litorilituus sediminis	718192	S	5	0	5	0.00000
Moritella marina	90736	S	7	0	7	0.00000
Moritella yayanosii	69539	S	3	0	3	0.00000
Ferrimonas balearica	44012	S	7	0	7	0.00000
Idiomarina andamanensis	1940690	S	3	0	3	0.00000
Idiomarina sp. X4	2055892	S	2	0	2	0.00000
Idiomarina sp. OT37-5b	2100422	S	1	0	1	0.00000
Psychromonas ingrahamii	357794	S	2	0	2	0.00000
Psychromonas sp. CNPT3	314282	S	1	0	1	0.00000
Halomonas sp. JS92-SW72	2306583	S	125	28	153	0.00000
Halomonas sp. THAF12	2587849	S	11	1	12	0.00000
Halomonas sp. 1513	1883416	S	8	0	8	0.00000
Halomonas sp. MCCC 1A13718	2733488	S	6	0	6	0.00000
Halomonas sp. THAF5a	2587844	S	5	0	5	0.00000
Halomonas sp. MCCC 1A13316	2733487	S	5	0	5	0.00000
Halomonas sp. BC-M4-5	2497861	S	4	0	4	0.00000
Halomonas sp. HG01	1609967	S	3	0	3	0.00000
Halomonas sp. YLGW01	2773308	S	3	0	3	0.00000
Halomonas sp. A40-4	2785909	S	3	0	3	0.00000
Halomonas sp. Y2R2	2562282	S	3	0	3	0.00000
Halomonas sp. KO116	1504981	S	2	1	3	0.00000
Halomonas sp. SH5A2	2749040	S	2	0	2	0.00000
Halomonas sp. PGE1	2730360	S	2	0	2	0.00000
Halomonas sp. GT	1971364	S	1	0	1	0.00000
Halomonas meridiana	29570	S	7	2	9	0.00000
Halomonas chromatireducens	507626	S	6	0	6	0.00000
Halomonas hydrothermalis	115561	S	5	3	8	0.00000
Halomonas elongata	2746	S	4	0	4	0.00000
Halomonas socia	1081866	S	4	0	4	0.00000
Halomonas beimenensis	475662	S	4	0	4	0.00000
Halomonas venusta	44935	S	3	2	5	0.00000
Halomonas huangheensis	1178482	S	3	0	3	0.00000
Halomonas titanicae	664683	S	3	13	16	0.00000
Halomonas piezotolerans	2609667	S	2	0	2	0.00000
Halomonas subglaciescola	29571	S	1	0	1	0.00000
Cobetia sp. L2A1	2686360	S	5	0	5	0.00000
Cobetia sp. cqz5-12	2609415	S	3	5	8	0.00000
Cobetia pacifica	1055101	S	1	2	3	0.00000
Kushneria konosiri	698828	S	5	1	6	0.00000
Kushneria phosphatilytica	657387	S	4	0	4	0.00000
Candidatus Carsonella ruddii	114186	S	1	1	2	0.00000
Candidatus Carsonella ruddii (Diaphorina cf. continua)	2661587	S	1	2	3	0.00000
Candidatus Portiera aleyrodidarum	91844	S	3	1	4	0.00000
Salinicola tamaricis	1771309	S	7	0	7	0.00000
Halotalea alkalilenta	376489	S	5	0	5	0.00000
Chromohalobacter salexigens	158080	S	2	0	2	0.00000
Pistricoccus aurantiacus	1883414	S	2	0	2	0.00000
Marinomonas sp. MWYL1	400668	S	3	0	3	0.00000
Marinomonas sp. FW-1	2071621	S	3	0	3	0.00000
Marinomonas algicola	2773454	S	6	0	6	0.00000
Marinomonas arctica	383750	S	3	0	3	0.00000
Marinomonas foliarum	491950	S	3	0	3	0.00000
Marinomonas mediterranea	119864	S	2	0	2	0.00000
Neptunomonas japonica	417574	S	7	0	7	0.00000
Neptunomonas phycophila	1572645	S	4	0	4	0.00000
Neptunomonas concharum	1031538	S	1	0	1	0.00000
Marinobacterium georgiense	48076	S	3	0	3	0.00000
Marinobacterium aestuarii	1821621	S	3	0	3	0.00000
Bacterioplanes sanyensis	1249553	S	5	0	5	0.00000
Thalassolituus oleivorans	187493	S	4	0	4	0.00000
Nitrincola sp. KXZD1103	2614693	S	3	0	3	0.00000
Amphritea japonica	452627	S	3	0	3	0.00000
Bermanella marisrubri	207949	S	1	0	1	0.00000
Alcanivorax pacificus	1306787	S	8	0	8	0.00000
Alcanivorax xenomutans	1094342	S	5	5	10	0.00000
Alcanivorax sp. N3-2A	2014542	S	3	0	3	0.00000
Alcanivorax dieselolei	285091	S	1	0	1	0.00000
Ketobacter alkanivorans	1917421	S	3	0	3	0.00000
Hahella sp. KA22	1628392	S	16	1	17	0.00000
Hahella chejuensis	158327	S	2	0	2	0.00000
Spartinivicinus ruber	2683272	S	5	0	5	0.00000
Kangiella geojedonensis	914150	S	3	0	3	0.00000
Kangiella sediminilitoris	1144748	S	3	0	3	0.00000
Kangiella profundi	1561924	S	3	0	3	0.00000
Kangiella koreensis	261964	S	1	0	1	0.00000
Reinekea forsetii	1336806	S	3	0	3	0.00000
Gynuella sunshinyii	1445505	S	3	0	3	0.00000
Saccharospirillum mangrovi	2161747	S	2	0	2	0.00000
Litoricola lipolytica	418701	S	4	0	4	0.00000
Oleiphilus messinensis	141451	S	1	0	1	0.00000
Endozoicomonas montiporae	1027273	S	1	0	1	0.00000
Aeromonas media	651	S	85	40	125	0.00000
Aeromonas veronii	654	S	26	7	33	0.00000
Aeromonas caviae	648	S	20	45	65	0.00000
Aeromonas sp. CA23	2033032	S	6	0	6	0.00000
Aeromonas sp. CU5	2033033	S	6	0	6	0.00000
Aeromonas sp. ASNIH2	1636607	S	2	7	9	0.00000
Aeromonas sp. ASNIH4	1636609	S	2	3	5	0.00000
Aeromonas sp. ASNIH1	1636606	S	1	5	6	0.00000
Aeromonas sp. Ne-1	1675689	S	1	0	1	0.00000
Aeromonas sp. 2692-1	2560029	S	1	1	2	0.00000
Aeromonas salmonicida	645	S	14	10	24	0.00000
Aeromonas hydrophila	644	S	13	8	21	0.00000
Aeromonas schubertii	652	S	8	0	8	0.00000
Aeromonas jandaei	650	S	7	2	9	0.00000
Aeromonas simiae	218936	S	6	0	6	0.00000
Aeromonas rivipollensis	948519	S	3	2	5	0.00000
Aeromonas encheleia	73010	S	2	0	2	0.00000
Aeromonas dhakensis	196024	S	1	0	1	0.00000
Tolumonas auensis	43948	S	20	2	22	0.00000
Oceanisphaera profunda	1416627	S	3	0	3	0.00000
Oceanisphaera avium	1903694	S	3	0	3	0.00000
Oceanimonas sp. GK1	511062	S	3	0	3	0.00000
Zobellella denitrificans	347534	S	3	0	3	0.00000
Dongshaea marina	2047966	S	3	0	3	0.00000
Succinivibrio dextrinosolvens	83771	S	1	0	1	0.00000
Vibrio anguillarum	55601	S	51	5	56	0.00000
Vibrio parahaemolyticus	670	S	11	1	12	0.00000
Vibrio campbellii	680	S	8	0	8	0.00000
Vibrio diabolicus	50719	S	4	0	4	0.00000
Vibrio antiquarius	150340	S	1	0	1	0.00000
Vibrio alginolyticus	663	S	3	3	6	0.00000
Vibrio owensii	696485	S	3	0	3	0.00000
Vibrio harveyi	669	S	2	0	2	0.00000
Vibrio azureus	512649	S	2	0	2	0.00000
Vibrio natriegens	691	S	1	0	1	0.00000
Vibrio sp. SM1977	2662262	S	6	0	6	0.00000
Vibrio sp. Scap24	2589990	S	5	0	5	0.00000
Vibrio sp. ZWAL4003	2711221	S	3	0	3	0.00000
Vibrio sp. HDW18	2714948	S	2	0	2	0.00000
Vibrio sp. Sal10	2777577	S	1	0	1	0.00000
Vibrio sp. dhg	2163016	S	1	0	1	0.00000
Vibrio sp. THAF190c	2587865	S	1	0	1	0.00000
Vibrio vulnificus	672	S	12	0	12	0.00000
Vibrio europaeus	300876	S	5	0	5	0.00000
Vibrio tubiashii	29498	S	2	0	2	0.00000
Vibrio mimicus	674	S	6	0	6	0.00000
Vibrio crassostreae	246167	S	6	0	6	0.00000
Vibrio furnissii	29494	S	5	0	5	0.00000
Vibrio fluvialis	676	S	4	0	4	0.00000
Vibrio neocaledonicus	1208308	S	4	14	18	0.00000
Vibrio cidicii	1763883	S	4	0	4	0.00000
Vibrio chagasii	170679	S	4	0	4	0.00000
Vibrio scophthalmi	45658	S	3	0	3	0.00000
Vibrio cincinnatiensis	675	S	3	0	3	0.00000
Vibrio splendidus	29497	S	3	0	3	0.00000
Vibrio coralliilyticus	190893	S	3	0	3	0.00000
Vibrio navarrensis	29495	S	3	0	3	0.00000
Vibrio spartinae	1918945	S	3	0	3	0.00000
Vibrio cholerae	666	S	3	0	3	0.00000
Vibrio astriarenae	1481923	S	2	0	2	0.00000
Vibrio metoecus	1481663	S	2	0	2	0.00000
Vibrio tritonius	1435069	S	2	0	2	0.00000
Vibrio panuliri	1381081	S	2	0	2	0.00000
Vibrio mediterranei	689	S	2	0	2	0.00000
Vibrio metschnikovii	28172	S	2	0	2	0.00000
Vibrio atlanticus	693153	S	2	0	2	0.00000
Vibrio taketomensis	2572923	S	2	0	2	0.00000
Vibrio aphrogenes	1891186	S	1	0	1	0.00000
Vibrio gazogenes	687	S	1	0	1	0.00000
Vibrio qinghaiensis	2025808	S	1	0	1	0.00000
Vibrio zhugei	2479546	S	1	0	1	0.00000
Vibrio aquimaris	2587862	S	1	0	1	0.00000
Vibrio hyugaensis	1534743	S	1	0	1	0.00000
Vibrio rumoiensis	76258	S	1	0	1	0.00000
Vibrio tapetis	52443	S	1	0	1	0.00000
Vibrio cyclitrophicus	47951	S	1	0	1	0.00000
Photobacterium damselae	38293	S	20	3	23	0.00000
Photobacterium gaetbulicola	1295392	S	4	0	4	0.00000
Photobacterium profundum	74109	S	2	0	2	0.00000
Photobacterium ganghwense	320778	S	1	0	1	0.00000
Aliivibrio fischeri	668	S	10	1	11	0.00000
Paraphotobacterium marinum	1755811	S	9	0	9	0.00000
Salinivibrio kushneri	1908198	S	3	0	3	0.00000
Candidatus Enterovibrio luxaltus	1927128	S	3	0	3	0.00000
Grimontia hollisae	673	S	3	0	3	0.00000
Rheinheimera sp. LHK132	2498451	S	26	0	26	0.00000
Rheinheimera sp. F8	1763998	S	4	0	4	0.00000
Rheinheimera sp. D18	2545632	S	2	0	2	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	23	0	23	0.00000
Nitrosococcus oceani	1229	S	4	1	5	0.00000
Nitrosococcus watsonii	473531	S	2	0	2	0.00000
Nitrosococcus wardiae	1814290	S	2	0	2	0.00000
Nitrosococcus halophilus	133539	S	1	0	1	0.00000
Thiocystis violascens	73141	S	10	0	10	0.00000
Marichromatium purpuratum	37487	S	9	0	9	0.00000
Thermochromatium tepidum	1050	S	7	0	7	0.00000
Thioflavicoccus mobilis	80679	S	7	0	7	0.00000
Candidatus Nitrosacidococcus tergens	553981	S	7	0	7	0.00000
Allochromatium vinosum	1049	S	5	0	5	0.00000
Caldichromatium japonicum	2699430	S	3	0	3	0.00000
Candidatus Nitrosoglobus terrae	1630141	S	2	0	2	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	9	3	12	0.00000
Thioalkalivibrio versutus	106634	S	7	1	8	0.00000
Thioalkalivibrio paradoxus	108010	S	5	3	8	0.00000
Thioalkalivibrio nitratireducens	186931	S	5	3	8	0.00000
Thioalkalivibrio sp. K90mix	396595	S	3	0	3	0.00000
Acidihalobacter ferrooxydans	1765967	S	4	0	4	0.00000
Acidihalobacter aeolianus	2792603	S	3	0	3	0.00000
Acidihalobacter yilgarnenesis	2819280	S	3	0	3	0.00000
Alkalilimnicola ehrlichii	351052	S	8	1	9	0.00000
Ectothiorhodospira sp. BSL-9	1442136	S	5	0	5	0.00000
Ectothiorhodospira haloalkaliphila	421628	S	2	0	2	0.00000
Halorhodospira halochloris	1052	S	3	0	3	0.00000
Halorhodospira halophila	1053	S	2	0	2	0.00000
Spiribacter curvatus	1335757	S	2	0	2	0.00000
Spiribacter sp. 2438	2666185	S	2	0	2	0.00000
Spiribacter salinus	1335746	S	1	0	1	0.00000
Aquisalimonas sp. 2447	2740807	S	2	0	2	0.00000
Halothiobacillus neapolitanus	927	S	8	0	8	0.00000
Halothiobacillus sp. LS2	1860122	S	3	0	3	0.00000
Sulfuriflexus mobilis	1811807	S	4	0	4	0.00000
Granulosicoccus antarcticus	437505	S	3	0	3	0.00000
Thiohalobacter thiocyanaticus	585455	S	2	5	7	0.00000
Sulfurivermis fontis	1972068	S	7	0	7	0.00000
Wenzhouxiangella marina	1579979	S	3	0	3	0.00000
Wenzhouxiangella sp. AB-CW3	2771012	S	3	0	3	0.00000
Woeseia oceani	1548547	S	6	0	6	0.00000
Guyparkeria halophila	47960	S	5	0	5	0.00000
Cellvibrio sp. KY-YJ-3	454662	S	32	4	36	0.00000
Cellvibrio sp. KY-GH-1	2303332	S	24	2	26	0.00000
Cellvibrio sp. PSBB023	1945512	S	14	1	15	0.00000
Cellvibrio sp. PSBB006	1987723	S	6	0	6	0.00000
Cellvibrio japonicus	155077	S	12	0	12	0.00000
Teredinibacter purpureus	2731756	S	8	0	8	0.00000
Teredinibacter haidensis	2731755	S	2	0	2	0.00000
Teredinibacter turnerae	2426	S	1	0	1	0.00000
Simiduia agarivorans	447471	S	8	0	8	0.00000
Saccharophagus degradans	86304	S	6	0	6	0.00000
Agarilytica rhodophyticola	1737490	S	5	0	5	0.00000
Microbulbifer sp. THAF38	2587856	S	6	0	6	0.00000
Microbulbifer sp. SH-1	2681547	S	4	0	4	0.00000
Microbulbifer sp. GL-2	2591606	S	2	0	2	0.00000
Microbulbifer sp. YPW1	2745199	S	2	0	2	0.00000
Microbulbifer sp. A4B17	359370	S	1	0	1	0.00000
Microbulbifer sp. ALW1	1516059	S	1	0	1	0.00000
Microbulbifer hydrolyticus	48074	S	7	1	8	0.00000
Microbulbifer aggregans	1769779	S	6	0	6	0.00000
Microbulbifer thermotolerans	252514	S	4	0	4	0.00000
Microbulbifer agarilyticus	260552	S	4	0	4	0.00000
Halioglobus maricola	2601894	S	11	0	11	0.00000
Halioglobus japonicus	930805	S	5	0	5	0.00000
Halioglobus pacificus	930806	S	4	0	4	0.00000
Kineobactrum salinum	2708301	S	10	0	10	0.00000
Congregibacter litoralis	393662	S	1	0	1	0.00000
Zhongshania aliphaticivorans	1470434	S	3	0	3	0.00000
Spongiibacter sp. IMCC21906	1620392	S	2	0	2	0.00000
Oceanicoccus sagamiensis	716816	S	1	0	1	0.00000
Legionella sp. TUM19329	2708020	S	8	0	8	0.00000
Legionella sp. PC1000	2746060	S	7	0	7	0.00000
Legionella sp. MW5194	2662448	S	5	0	5	0.00000
Legionella sp. PC997	2755562	S	2	0	2	0.00000
Legionella pneumophila	446	S	14	3	17	0.00000
Legionella oakridgensis	29423	S	10	0	10	0.00000
Legionella fallonii	96230	S	7	0	7	0.00000
Legionella longbeachae	450	S	6	0	6	0.00000
Legionella clemsonensis	1867846	S	6	0	6	0.00000
Legionella spiritensis	452	S	5	0	5	0.00000
Legionella cherrii	28084	S	5	0	5	0.00000
Legionella sainthelensi	28087	S	5	0	5	0.00000
Legionella lansingensis	45067	S	4	0	4	0.00000
Legionella anisa	28082	S	3	0	3	0.00000
Legionella adelaidensis	45056	S	3	0	3	0.00000
Legionella waltersii	66969	S	3	0	3	0.00000
Legionella endosymbiont of Polyplax serrata	2005262	S	3	0	3	0.00000
Legionella israelensis	454	S	2	0	2	0.00000
Legionella jordanis	456	S	2	0	2	0.00000
Legionella geestiana	45065	S	2	0	2	0.00000
Legionella hackeliae	449	S	1	0	1	0.00000
Fluoribacter dumoffii	463	S	6	-6	0	0.00000
Tatlockia micdadei	451	S	5	0	5	0.00000
Candidatus Rickettsiella viridis	676208	S	21	1	22	0.00000
Aquicella siphonis	254247	S	7	0	7	0.00000
Aquicella lusitana	254246	S	6	0	6	0.00000
Candidatus Coxiella mudrowiae	2054173	S	6	1	7	0.00000
Coxiella burnetii	777	S	5	2	7	0.00000
Pasteurella multocida	747	S	44	14	58	0.00000
Pasteurella skyensis	97481	S	3	0	3	0.00000
Pasteurella dagmatis	754	S	1	0	1	0.00000
Haemophilus influenzae	727	S	15	2	17	0.00000
Haemophilus parainfluenzae	729	S	13	0	13	0.00000
[Haemophilus] ducreyi	730	S	5	0	5	0.00000
Haemophilus pittmaniae	249188	S	3	0	3	0.00000
Haemophilus parahaemolyticus	735	S	2	0	2	0.00000
Mannheimia varigena	85404	S	8	3	11	0.00000
Mannheimia granulomatis	85402	S	3	0	3	0.00000
Mannheimia haemolytica	75985	S	1	0	1	0.00000
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	S	1	1	2	0.00000
Actinobacillus sp. GY-402	2774188	S	3	0	3	0.00000
Actinobacillus suis	716	S	2	0	2	0.00000
Actinobacillus delphinicola	51161	S	2	0	2	0.00000
Actinobacillus porcitonsillarum	189834	S	2	0	2	0.00000
Actinobacillus pleuropneumoniae	715	S	1	0	1	0.00000
Actinobacillus indolicus	51049	S	1	0	1	0.00000
Actinobacillus succinogenes	67854	S	1	0	1	0.00000
Aggregatibacter actinomycetemcomitans	714	S	4	0	4	0.00000
Aggregatibacter segnis	739	S	3	0	3	0.00000
Aggregatibacter aphrophilus	732	S	2	0	2	0.00000
Avibacterium paragallinarum	728	S	6	1	7	0.00000
Avibacterium volantium	762	S	1	0	1	0.00000
Rodentibacter sp. DSM 111151	2778911	S	4	0	4	0.00000
Rodentibacter heylii	1906744	S	1	0	1	0.00000
Glaesserella parasuis	738	S	5	0	5	0.00000
Histophilus somni	731	S	4	0	4	0.00000
Otariodibacter oris	1032623	S	3	0	3	0.00000
Bibersteinia trehalosi	47735	S	2	36	38	0.00000
Vespertiliibacter pulmonis	1443036	S	2	0	2	0.00000
Gallibacterium anatis	750	S	1	0	1	0.00000
Bisgaardia hudsonensis	109472	S	1	0	1	0.00000
Methylomonas sp. LL1	2785785	S	8	0	8	0.00000
Methylomonas sp. EFPC1	2812647	S	6	3	9	0.00000
Methylomonas sp. DH-1	1727196	S	3	3	6	0.00000
Methylomonas sp. LW13	107637	S	2	1	3	0.00000
Methylomonas rhizoryzae	2608981	S	9	0	9	0.00000
Methylomonas koyamae	702114	S	7	9	16	0.00000
Methylomonas denitrificans	1538553	S	5	0	5	0.00000
Methylomonas methanica	421	S	4	0	4	0.00000
Methylovulum psychrotolerans	1704499	S	25	0	25	0.00000
Methylococcus sp. EFPC2	2812648	S	10	0	10	0.00000
Methylococcus sp. IM1	2681310	S	7	0	7	0.00000
Methylococcus capsulatus	414	S	2	0	2	0.00000
Methylomicrobium album	39775	S	13	0	13	0.00000
Methylomicrobium sp. wino1	2049332	S	4	2	6	0.00000
Methylotuvimicrobium buryatense	95641	S	5	4	9	0.00000
Methylotuvimicrobium alcaliphilum	271065	S	2	2	4	0.00000
Methylocaldum marinum	1432792	S	6	0	6	0.00000
Candidatus Methylospira mobilis	1808979	S	6	0	6	0.00000
Francisella uliginis	573570	S	6	0	6	0.00000
Francisella hispaniensis	622488	S	6	1	7	0.00000
Francisella halioticida	549298	S	5	0	5	0.00000
Francisella sp. LA112445	1395624	S	3	0	3	0.00000
Francisella sp. FSC1006	1547445	S	2	0	2	0.00000
Francisella persica	954	S	3	0	3	0.00000
Francisella frigiditurris	1542390	S	3	0	3	0.00000
Francisella adeliensis	2007306	S	3	2	5	0.00000
Francisella tularensis	263	S	2	0	2	0.00000
Francisella philomiragia	28110	S	2	3	5	0.00000
Francisella noatunensis	657445	S	1	1	2	0.00000
Francisella marina	2249302	S	1	3	4	0.00000
Allofrancisella frigidaquae	1085644	S	3	0	3	0.00000
Allofrancisella guangzhouensis	594679	S	2	0	2	0.00000
Allofrancisella inopinata	1085647	S	1	0	1	0.00000
Thiomicrorhabdus xiamenensis	2739063	S	5	0	5	0.00000
Thiomicrorhabdus indica	2267253	S	4	0	4	0.00000
Thiomicrorhabdus sediminis	2580412	S	1	0	1	0.00000
Thiomicrospira cyclica	147268	S	6	0	6	0.00000
Thiomicrospira sp. S5	1803865	S	2	2	4	0.00000
Hydrogenovibrio crunogenus	39765	S	4	0	4	0.00000
Hydrogenovibrio marinus	28885	S	2	0	2	0.00000
Methylophaga nitratireducenticrescens	754476	S	3	0	3	0.00000
Methylophaga frappieri	754477	S	3	0	3	0.00000
Cycloclasticus zancles	1329899	S	1	1	2	0.00000
Cycloclasticus sp. PY97N	728003	S	1	1	2	0.00000
Thiosulfativibrio zosterae	2675053	S	4	0	4	0.00000
Thiosulfatimonas sediminis	2675054	S	4	0	4	0.00000
Piscirickettsia salmonis	1238	S	2	0	2	0.00000
Thiothrix sp.	1032	S	10	2	12	0.00000
Thiothrix sp. Ku-5	2735563	S	3	0	3	0.00000
Thiothrix unzii	111769	S	5	2	7	0.00000
Beggiatoa leptomitoformis	288004	S	13	0	13	0.00000
Bathymodiolus septemdierum thioautotrophic gill symbiont	113267	S	7	0	7	0.00000
Candidatus Vesicomyosocius okutanii	412965	S	1	4	5	0.00000
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	S	4	0	4	0.00000
Candidatus Ruthia endofausta	2738852	S	2	0	2	0.00000
Candidatus Ruthia magnifica	386487	S	1	0	1	0.00000
Candidatus Thioglobus singularis	1427364	S	4	0	4	0.00000
Candidatus Thioglobus sp. NP1	2508687	S	4	0	4	0.00000
Candidatus Thioglobus autotrophicus	1705394	S	1	0	1	0.00000
Sedimenticola thiotaurini	1543721	S	5	0	5	0.00000
Candidatus Nardonella dryophthoridicola	1971485	S	1	0	1	0.00000
endosymbiont of Pachyrhynchus infernalis	1971488	S	1	0	1	0.00000
endosymbiont of Sipalinus gigas	1972134	S	1	0	1	0.00000
Gallaecimonas mangrovi	2291597	S	3	0	3	0.00000
Pseudohongiella spirulinae	1249552	S	3	0	3	0.00000
Candidatus Reidiella endopervernicosa	2738883	S	3	0	3	0.00000
Thiolapillus brandeum	1076588	S	2	0	2	0.00000
Solimonas sp. K1W22B-7	2303331	S	21	0	21	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	12	2	14	0.00000
Steroidobacter denitrificans	465721	S	7	0	7	0.00000
Sulfuricaulis limicola	1620215	S	11	0	11	0.00000
Sulfurifustis variabilis	1675686	S	7	0	7	0.00000
Acidiferrobacter sp. SPIII_3	1281578	S	6	0	6	0.00000
Gilliamella apicola	1196095	S	5	0	5	0.00000
Frischella perrara	1267021	S	5	1	6	0.00000
Orbus sp. IPMB12	1635327	S	1	0	1	0.00000
Salinisphaera sp. LB1	2183911	S	10	0	10	0.00000
Dichelobacter nodosus	870	S	4	0	4	0.00000
Cardiobacterium hominis	2718	S	4	0	4	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	5	0	5	0.00000
endosymbiont of Euscepes postfasciatus	650377	S	2	0	2	0.00000
Immundisolibacter cernigliae	1810504	S	4	0	4	0.00000
Bradyrhizobium sp. CCBAU 051011	858422	S	24	3	27	0.00000
Bradyrhizobium sp. BTAi1	288000	S	18	2	20	0.00000
Bradyrhizobium sp. CCBAU 51753	1325100	S	16	2	18	0.00000
Bradyrhizobium sp. 1(2017)	1404888	S	15	3	18	0.00000
Bradyrhizobium sp. PSBB068	2715960	S	13	3	16	0.00000
Bradyrhizobium sp. ORS 278	114615	S	12	2	14	0.00000
Bradyrhizobium sp. CCBAU 51765	1325102	S	12	3	15	0.00000
Bradyrhizobium sp.	376	S	12	24	36	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	11	2	13	0.00000
Bradyrhizobium sp. CCBAU 53338	1325111	S	8	5	13	0.00000
Bradyrhizobium sp. CCGE-LA001	1223566	S	8	1	9	0.00000
Bradyrhizobium sp. ORS 285	115808	S	8	1	9	0.00000
Bradyrhizobium sp. CCBAU 53340	1325112	S	7	4	11	0.00000
Bradyrhizobium sp. CCBAU 53421	1325120	S	7	1	8	0.00000
Bradyrhizobium sp. SK17	2057741	S	6	2	8	0.00000
Bradyrhizobium sp. CCBAU 53351	1325114	S	6	4	10	0.00000
Bradyrhizobium sp. 323S2	1404649	S	2	2	4	0.00000
Bradyrhizobium sp. WSM471	319017	S	2	6	8	0.00000
Bradyrhizobium sp. LCT2	2493093	S	1	3	4	0.00000
Bradyrhizobium sp. SG09	2599805	S	1	9	10	0.00000
Bradyrhizobium erythrophlei	1437360	S	78	4	82	0.00000
Bradyrhizobium diazoefficiens	1355477	S	54	70	124	0.00000
Bradyrhizobium icense	1274631	S	22	2	24	0.00000
Bradyrhizobium genosp. B	83627	S	21	2	23	0.00000
Bradyrhizobium arachidis	858423	S	20	5	25	0.00000
Bradyrhizobium paxllaeri	190148	S	19	2	21	0.00000
Bradyrhizobium japonicum	375	S	19	13	32	0.00000
Bradyrhizobium oligotrophicum	44255	S	15	1	16	0.00000
Bradyrhizobium canariense	255045	S	15	0	15	0.00000
Bradyrhizobium lablabi	722472	S	15	22	37	0.00000
Bradyrhizobium symbiodeficiens	1404367	S	15	4	19	0.00000
Bradyrhizobium guangxiense	1325115	S	15	9	24	0.00000
Bradyrhizobium guangzhouense	1325095	S	14	8	22	0.00000
Bradyrhizobium genosp. L	83637	S	13	1	14	0.00000
Bradyrhizobium cosmicum	1404864	S	13	2	15	0.00000
Bradyrhizobium amphicarpaeae	1404768	S	9	2	11	0.00000
Bradyrhizobium betae	244734	S	9	5	14	0.00000
Bradyrhizobium vignae	1549949	S	8	1	9	0.00000
Bradyrhizobium zhanjiangense	1325107	S	5	0	5	0.00000
Bradyrhizobium guangdongense	1325090	S	5	3	8	0.00000
Bradyrhizobium ottawaense	931866	S	5	35	40	0.00000
Bosea sp. RAC05	1842539	S	32	5	37	0.00000
Bosea sp. F3-2	2599640	S	20	3	23	0.00000
Bosea sp. Tri-49	1867715	S	16	1	17	0.00000
Bosea sp. AS-1	2015316	S	15	2	17	0.00000
Bosea sp. ANAM02	2020412	S	11	2	13	0.00000
Bosea sp. PAMC 26642	1792307	S	10	1	11	0.00000
Bosea vaviloviae	1526658	S	15	1	16	0.00000
Rhodopseudomonas palustris	1076	S	84	15	99	0.00000
Tardiphaga sp. vice304	2592817	S	2	27	29	0.00000
Tardiphaga robiniae	943830	S	22	1	23	0.00000
Afipia sp. GAS231	1882747	S	21	13	34	0.00000
Afipia carboxidovorans	40137	S	15	-15	0	0.00000
Nitrobacter hamburgensis	912	S	12	1	13	0.00000
Nitrobacter winogradskyi	913	S	8	1	9	0.00000
